Dates,Pollster,Sample,Influence,Approve,Disapprove,Net,Sample Size,Sample Type,End Date,Grade,Predictive Plus-Minus,Mean-reverted bias,Number of polls,cat,Bias,Adj_Approve,Adj_Disapprove,Adj_Net,Sample Priority,Grade Priority,Simple Grade,Recency,Recency Weight,Sample N Weight Raw,Sample N Weight,Combined Weight,Color
"6/5 - 6/14, 2025@@23906",Clarity Campaign Labs,"1,000 RV@@1000",0.0,47.0,50.0,-3.0,1000.0,RV,2025-06-14,B/C@@8,0.22870669,D+1.34@@1.3394767,15.0,D+,1.34,46.33,50.67,-4.340000000000003,2.0,1.0,B/C,76,0.012987012987012988,31.622776601683793,0.5390493969768073,0.7021643443736854,red
"6/9 - 6/13, 2025@@23905",Rasmussen Reports,"1,500 LV@@1500",0.0,52.0,46.0,6.0,1500.0,LV,2025-06-13,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,52.675,45.325,7.349999999999994,3.0,1.0,B,77,0.01282051282051282,38.72983346207417,0.5819882848043362,1.0490711903011496,green
"6/6 - 6/12, 2025@@23904",Rasmussen Reports,"1,500 LV@@1500",0.0,53.0,45.0,8.0,1500.0,LV,2025-06-12,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,53.675,44.325,9.349999999999994,3.0,1.0,B,78,0.012658227848101266,38.72983346207417,0.5819882848043362,1.049052300710601,green
"6/2 - 6/12, 2025@@23904",RMG Research,"3,000 RV@@3000",0.0,52.0,46.0,6.0,3000.0,RV,2025-06-12,B@@6,0.27802283,D+3.25@@3.2477651,28.0,D+,3.25,50.375,47.625,2.75,2.0,1.0,B,78,0.012658227848101266,54.772255750516614,0.6789121992539866,0.8843046240915852,green
"6/6 - 6/12, 2025@@23904",Verasight,"1,500 A@@1500",0.0,42.0,56.0,-14.0,1500.0,A,2025-06-12,,,,,,0.0,42.0,56.0,-14.0,1.0,1.0,,78,0.012658227848101266,38.72983346207417,0.5819882848043362,0.4670640159062648,red
"6/11 - 6/12, 2025@@23904",Harris Insights  Analytics,"2,097 RV@@2097",0.0,46.0,50.0,-4.0,2097.0,RV,2025-06-12,B@@6,0.16244708,R+1.05@@-1.0490152,193.0,R+,-1.05,46.525,49.475,-2.950000000000003,2.0,1.0,B,78,0.012658227848101266,45.79301256742124,0.6246620752731498,0.8136421208304698,red
"6/5 - 6/11, 2025@@23903",Rasmussen Reports,"1,500 LV@@1500",0.0,53.0,45.0,8.0,1500.0,LV,2025-06-11,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,53.675,44.325,9.349999999999994,3.0,1.0,B,79,0.0125,38.72983346207417,0.5819882848043362,1.0490338833598158,green
"6/9 - 6/11, 2025@@23903",TIPP Insights,"1,584 RV@@1584",0.0,43.0,50.0,-7.0,1584.0,RV,2025-06-11,A-@@3,-0.57137179,R+0.07@@-0.070992939,51.0,R+,-0.07,43.035,49.965,-6.930000000000007,2.0,1.0,A-,79,0.0125,39.7994974842648,0.5884509013788521,0.7664572990459549,red
"6/10 - 6/11, 2025@@23903",JL Partners,"1,807 RV@@1807",0.0,42.0,46.0,-4.0,1807.0,RV,2025-06-11,B/C@@8,0.19791092,D+0.39@@0.39106345,10.0,D+,0.39,41.805,46.195,-4.390000000000001,2.0,1.0,B/C,79,0.0125,42.50882261366456,0.6048199005447336,0.7877779204595154,red
"5/30 - 6/10, 2025@@23902",SurveyMonkey,"19,410 A@@19410",0.0,45.0,55.0,-10.0,19410.0,A,2025-06-10,C@@10,1.0475748,D+4.63@@4.6289401,268.0,D+,4.63,42.685,57.315,-14.629999999999995,1.0,1.0,C,80,0.012345679012345678,139.3197760549449,1.1897251224881695,0.9547176908855681,red
"6/4 - 6/10, 2025@@23902",Rasmussen Reports,"1,500 LV@@1500",0.0,52.0,47.0,5.0,1500.0,LV,2025-06-10,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,52.675,46.325,6.349999999999994,3.0,1.0,B,80,0.012345679012345678,38.72983346207417,0.5819882848043362,1.049015920758433,green
"6/3 - 6/9, 2025@@23901",Rasmussen Reports,"1,500 LV@@1500",0.0,51.0,48.0,3.0,1500.0,LV,2025-06-09,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,51.675,47.325,4.349999999999994,3.0,1.0,B,81,0.012195121951219513,38.72983346207417,0.5819882848043362,1.048998396269279,green
"6/3 - 6/9, 2025@@23901",Morning Consult,"35,946 A@@35946",0.0,49.81,44.14,5.670002,35946.0,A,2025-06-09,B-@@7,0.58499432,D+3.37@@3.3696144,114.0,D+,3.37,48.125,45.825,2.299999999999997,1.0,1.0,B-,81,0.012195121951219513,189.59430371189953,1.4934700264687737,1.0525520901316683,green
"6/5 - 6/9, 2025@@23901",APNORC,"1,158 A@@1158",0.0,39.0,60.0,-21.0,1158.0,A,2025-06-09,,,,,,0.0,39.0,60.0,-21.0,1.0,1.0,,81,0.012195121951219513,34.02939905434711,0.5535895496121482,0.44422185810340675,red
"6/5 - 6/9, 2025@@23901",Quinnipiac University,"1,265 RV@@1265",0.0,38.0,54.0,-16.0,1265.0,RV,2025-06-09,B+@@5,-0.29048395,D+0.62@@0.61745471,228.0,D+,0.62,37.69,54.31,-16.620000000000005,2.0,1.0,B+,81,0.012195121951219513,35.566838487557476,0.5628783368923183,0.733114711952434,red
"6/6 - 6/9, 2025@@23901",YouGov,"1,533 A@@1533",0.0,43.0,52.0,-9.0,1533.0,A,2025-06-09,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,42.455,52.545,-10.090000000000003,1.0,1.0,B,81,0.012195121951219513,39.153543900903784,0.5845482270366343,0.46906430901232365,red
"6/5 - 6/9, 2025@@23901",Global Strategy Group/GBAO Navigator Research,"1,000 RV@@1000",0.0,42.0,55.0,-13.0,1000.0,RV,2025-06-09,B/C@@8,0.80498767,D+0.82@@0.82390642,4.0,D+,0.82,41.59,55.41,-13.819999999999993,2.0,1.0,B/C,81,0.012195121951219513,31.622776601683793,0.5390493969768073,0.7020789706966223,red
"6/6 - 6/8, 2025@@23900",Morning Consult,"1,867 RV@@1867",0.0,47.0,51.0,-4.0,1867.0,RV,2025-06-08,B-@@7,0.58499432,D+3.37@@3.3696144,114.0,D+,3.37,45.315,52.685,-7.3700000000000045,2.0,1.0,B-,82,0.012048192771084338,43.2087954009366,0.6090489440975588,0.7932312151439291,red
"6/2 - 6/8, 2025@@23900",Pew Research Center,"5,044 A@@5044",0.0,41.0,58.0,-17.0,5044.0,A,2025-06-08,B/C@@8,0.13222975,D+0.63@@0.63138616,25.0,D+,0.63,40.685,58.315,-17.629999999999995,1.0,1.0,B/C,82,0.012048192771084338,71.02112361825881,0.7770834012582712,0.6235392111301309,red
"6/6 - 6/6, 2025@@23898",JL Partners,"1,006 RV@@1006",0.0,43.0,49.0,-6.0,1006.0,RV,2025-06-06,B/C@@8,0.19791092,D+0.39@@0.39106345,10.0,D+,0.39,42.805,49.195,-6.390000000000001,2.0,1.0,B/C,84,0.011764705882352941,31.71750305430741,0.5396217082166644,0.7027779188186443,red
"6/4 - 6/6, 2025@@23898",YouGov,"2,428 A@@2428",0.0,45.0,55.0,-10.0,2428.0,A,2025-06-06,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,44.455,55.545,-11.090000000000003,1.0,1.0,B,84,0.011764705882352941,49.27473997901968,0.645697717130171,0.5180774624503255,red
"6/2 - 6/6, 2025@@23898",Rasmussen Reports,"1,500 LV@@1500",0.0,51.0,48.0,3.0,1500.0,LV,2025-06-06,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,51.675,47.325,4.349999999999994,3.0,1.0,B,84,0.011764705882352941,38.72983346207417,0.5819882848043362,1.0489482968473447,green
"5/30 - 6/5, 2025@@23897",Rasmussen Reports,"1,500 LV@@1500",0.0,50.0,49.0,1.0,1500.0,LV,2025-06-05,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,50.675,48.325,2.3499999999999943,3.0,1.0,B,85,0.011627906976744186,38.72983346207417,0.5819882848043362,1.0489323737752572,green
"5/29 - 6/4, 2025@@23896",Rasmussen Reports,"1,500 LV@@1500",0.0,51.0,48.0,3.0,1500.0,LV,2025-06-04,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,51.675,47.325,4.349999999999994,3.0,1.0,B,86,0.011494252873563218,38.72983346207417,0.5819882848043362,1.0489168167508036,green
"5/28 - 6/3, 2025@@23895",Rasmussen Reports,"1,500 LV@@1500",0.0,52.0,47.0,5.0,1500.0,LV,2025-06-03,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,52.675,46.325,6.349999999999994,3.0,1.0,B,87,0.011363636363636364,38.72983346207417,0.5819882848043362,1.0489016132950877,green
"5/27 - 6/3, 2025@@23895",RMG Research,"3,000 RV@@3000",0.0,51.0,46.0,5.0,3000.0,RV,2025-06-03,B@@6,0.27802283,D+3.25@@3.2477651,28.0,D+,3.25,49.375,47.625,1.75,2.0,1.0,B,87,0.011363636363636364,54.772255750516614,0.6789121992539866,0.8841288413012144,green
"5/30 - 6/2, 2025@@23894",YouGov,"1,610 A@@1610",0.0,45.0,49.0,-4.0,1610.0,A,2025-06-02,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,44.455,49.545,-5.090000000000003,1.0,1.0,B,88,0.011235955056179775,40.124805295477756,0.5904163219304932,0.4736598357959238,red
"5/27 - 6/2, 2025@@23894",Rasmussen Reports,"1,500 LV@@1500",0.0,52.0,47.0,5.0,1500.0,LV,2025-06-02,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,52.675,46.325,6.349999999999994,3.0,1.0,B,88,0.011235955056179775,38.72983346207417,0.5819882848043362,1.0488867514900622,green
"5/30 - 6/2, 2025@@23894",Morning Consult,"2,205 RV@@2205",0.0,46.0,51.0,-5.0,2205.0,RV,2025-06-02,B-@@7,0.58499432,D+3.37@@3.3696144,114.0,D+,3.37,44.315,52.685,-8.370000000000005,2.0,1.0,B-,88,0.011235955056179775,46.95742752749558,0.6316971510207473,0.8226258404865687,red
"5/30 - 6/1, 2025@@23893",Trafalgar Group,"1,098 LV@@1098",0.0,53.7,45.6,8.100002,1098.0,LV,2025-06-01,B+@@5,-0.21543878,R+1.83@@-1.8317183,142.0,R+,-1.83,54.615,44.685,9.93,3.0,1.0,B+,89,0.011111111111111112,33.13608305156178,0.5481923793922341,0.9879644881935596,green
"5/28 - 5/30, 2025@@23891",TIPP Insights,"1,395 A@@1395",0.0,43.0,45.0,-2.0,1395.0,A,2025-05-30,A-@@3,-0.57137179,R+0.07@@-0.070992939,51.0,R+,-0.07,43.035,44.965,-1.9300000000000068,1.0,1.0,A-,91,0.010869565217391304,37.3496987939662,0.5736498897605238,0.4601669767861593,red
"5/26 - 5/30, 2025@@23891",Rasmussen Reports,"1,500 LV@@1500",0.0,53.0,46.0,7.0,1500.0,LV,2025-05-30,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,53.675,45.325,8.349999999999994,3.0,1.0,B,91,0.010869565217391304,38.72983346207417,0.5819882848043362,1.0488441045712928,green
"5/28 - 5/29, 2025@@23890",John Zogby Strategies,"1,000 LV@@1000",0.0,48.2,49.0,-0.7999992,1000.0,LV,2025-05-29,B/C@@8,0.53317785,D+0.39@@0.38675937,4.0,D+,0.39,48.005,49.195,-1.1899999999999977,3.0,1.0,B/C,92,0.010752688172043012,31.622776601683793,0.5390493969768073,0.9714481605732571,red
"5/23 - 5/29, 2025@@23890",Rasmussen Reports,"1,500 LV@@1500",0.0,53.0,46.0,7.0,1500.0,LV,2025-05-29,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,53.675,45.325,8.349999999999994,3.0,1.0,B,92,0.010752688172043012,38.72983346207417,0.5819882848043362,1.0488305003570617,green
"5/20 - 5/29, 2025@@23890",RMG Research,"3,000 RV@@3000",0.0,49.0,50.0,-1.0,3000.0,RV,2025-05-29,B@@6,0.27802283,D+3.25@@3.2477651,28.0,D+,3.25,47.375,51.625,-4.25,2.0,1.0,B,92,0.010752688172043012,54.772255750516614,0.6789121992539866,0.8840458852651375,red
"5/26 - 5/28, 2025@@23889",Wick,"1,000 RV@@1000",0.0,47.0,48.9,-1.900002,1000.0,RV,2025-05-28,B/C@@8,0.15507598,R+1.19@@-1.1946162,16.0,R+,-1.19,47.595,48.305,-0.7100000000000009,2.0,1.0,B/C,93,0.010638297872340425,31.622776601683793,0.5390493969768073,0.7019111296804386,red
"5/22 - 5/28, 2025@@23889",Rasmussen Reports,"1,500 LV@@1500",0.0,52.0,47.0,5.0,1500.0,LV,2025-05-28,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,52.675,46.325,6.349999999999994,3.0,1.0,B,93,0.010638297872340425,38.72983346207417,0.5819882848043362,1.0488171855941975,green
"5/21 - 5/27, 2025@@23888",AtlasIntel,"3,469 A@@3469",0.0,44.5,54.4,-9.900002,3469.0,A,2025-05-27,A+@@1,-0.95774031,D+0.16@@0.16334188,91.0,D+,0.16,44.42,54.48,-10.059999999999995,1.0,1.0,A+,94,0.010526315789473684,58.89821729050889,0.7038401269780228,0.5645538702707931,red
"5/22 - 5/27, 2025@@23888",YouGov,"1,560 A@@1560",0.0,41.0,54.0,-13.0,1560.0,A,2025-05-27,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,40.455,54.545,-14.090000000000003,1.0,1.0,B,94,0.010526315789473684,39.496835316262995,0.5866222995909735,0.4705328339877071,red
"5/21 - 5/27, 2025@@23888",Rasmussen Reports,"1,500 LV@@1500",0.0,53.0,46.0,7.0,1500.0,LV,2025-05-27,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,53.675,45.325,8.349999999999994,3.0,1.0,B,94,0.010526315789473684,38.72983346207417,0.5819882848043362,1.0488041511421302,green
"5/23 - 5/26, 2025@@23887",YouGov,"1,660 A@@1660",0.0,44.0,52.0,-8.0,1660.0,A,2025-05-26,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,43.455,52.545,-9.090000000000003,1.0,1.0,B,95,0.010416666666666666,40.74309757492672,0.5941518742629713,0.4765593158150916,red
"5/20 - 5/26, 2025@@23887",Rasmussen Reports,"1,500 LV@@1500",0.0,52.0,46.0,6.0,1500.0,LV,2025-05-26,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,52.675,45.325,7.349999999999994,3.0,1.0,B,95,0.010416666666666666,38.72983346207417,0.5819882848043362,1.0487913882411475,green
"5/23 - 5/25, 2025@@23886",Morning Consult,"2,208 RV@@2208",0.0,48.0,51.0,-3.0,2208.0,RV,2025-05-25,B-@@7,0.58499432,D+3.37@@3.3696144,114.0,D+,3.37,46.315,52.685,-6.3700000000000045,2.0,1.0,B-,96,0.010309278350515464,46.98936049788292,0.6318900812674579,0.8227599717946386,red
"5/19 - 5/23, 2025@@23884",Rasmussen Reports,"1,500 LV@@1500",0.0,51.0,48.0,3.0,1500.0,LV,2025-05-23,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,51.675,47.325,4.349999999999994,3.0,1.0,B,98,0.010101010101010102,38.72983346207417,0.5819882848043362,1.0487546465565007,green
"5/16 - 5/22, 2025@@23883",Rasmussen Reports,"1,500 LV@@1500",0.0,50.0,49.0,1.0,1500.0,LV,2025-05-22,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,50.675,48.325,2.3499999999999943,3.0,1.0,B,99,0.01,38.72983346207417,0.5819882848043362,1.0487428892174138,green
"5/15 - 5/21, 2025@@23882",Rasmussen Reports,"1,500 LV@@1500",0.0,49.0,49.0,0.0,1500.0,LV,2025-05-21,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,49.675,48.325,1.3499999999999943,3.0,1.0,B,100,0.009900990099009901,38.72983346207417,0.5819882848043362,1.0487313646969227,green
"5/14 - 5/21, 2025@@23882",RMG Research,"3,000 RV@@3000",0.0,48.0,50.0,-2.0,3000.0,RV,2025-05-21,B@@6,0.27802283,D+3.25@@3.2477651,28.0,D+,3.25,46.375,51.625,-5.25,2.0,1.0,B,100,0.009900990099009901,54.772255750516614,0.6789121992539866,0.8839302396227647,red
"5/17 - 5/20, 2025@@23881",Civiqs,"1,018 RV@@1018",0.0,47.0,52.0,-5.0,1018.0,RV,2025-05-20,B@@6,0.15856202,D+2.83@@2.8278632,43.0,D+,2.83,45.585,53.415,-7.829999999999998,2.0,1.0,B,101,0.00980392156862745,31.906112267087632,0.5407612333379485,0.7040499194831329,red
"5/14 - 5/20, 2025@@23881",Rasmussen Reports,"1,500 LV@@1500",0.0,49.0,49.0,0.0,1500.0,LV,2025-05-20,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,49.675,48.325,1.3499999999999943,3.0,1.0,B,101,0.00980392156862745,38.72983346207417,0.5819882848043362,1.0487200661474214,green
"5/17 - 5/20, 2025@@23881",American Research Group,"1,100 A@@1100",0.0,41.0,55.0,-14.0,1100.0,A,2025-05-20,C+@@9,0.8181411,D+0.07@@0.069949053,280.0,D+,0.07,40.965,55.035,-14.069999999999993,1.0,1.0,C+,101,0.00980392156862745,33.166247903554,0.5483746271526603,0.43977494608909423,red
"5/13 - 5/19, 2025@@23880",Rasmussen Reports,"1,500 LV@@1500",0.0,49.0,50.0,-1.0,1500.0,LV,2025-05-19,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,49.675,49.325,0.3499999999999943,3.0,1.0,B,102,0.009708737864077669,38.72983346207417,0.5819882848043362,1.048708986987231,red
"5/17 - 5/19, 2025@@23880",InsiderAdvantage,"1,000 LV@@1000",0.0,54.6,44.4,10.2,1000.0,LV,2025-05-19,B@@6,0.034562007,D+0.36@@0.35748985,207.0,D+,0.36,54.42,44.58,9.840000000000003,3.0,1.0,B,102,0.009708737864077669,31.622776601683793,0.5390493969768073,0.9713356124164606,green
"5/16 - 5/19, 2025@@23880",Morning Consult,"2,208 RV@@2208",0.0,48.0,50.0,-2.0,2208.0,RV,2025-05-19,B-@@7,0.58499432,D+3.37@@3.3696144,114.0,D+,3.37,46.315,51.685,-5.3700000000000045,2.0,1.0,B-,102,0.009708737864077669,46.98936049788292,0.6318900812674579,0.8226840766792827,red
"5/15 - 5/19, 2025@@23880",Fabrizio Ward,800 RV@@800,0.0,46.0,49.0,-3.0,800.0,RV,2025-05-19,,,,,,0.0,46.0,49.0,-3.0,2.0,1.0,,102,0.009708737864077669,28.284271247461902,0.5188790634994607,0.6755503147114338,red
"5/16 - 5/19, 2025@@23880",YouGov,"1,710 A@@1710",0.0,43.0,51.0,-8.0,1710.0,A,2025-05-19,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,42.455,51.545,-9.090000000000003,1.0,1.0,B,102,0.009708737864077669,41.352146256270665,0.5978315793115525,0.47942610146732273,red
"5/1 - 5/18, 2025@@23879",Gallup,"1,003 A@@1003",0.0,43.0,53.0,-10.0,1003.0,A,2025-05-18,B+@@5,-0.096810378,R+0.57@@-0.56518364,84.0,R+,-0.57,43.285,52.715,-9.430000000000007,1.0,1.0,B+,103,0.009615384615384616,31.670175244226233,0.5393357665718854,0.43250579742399275,red
"5/16 - 5/18, 2025@@23879",Ipsos,"1,024 A@@1024",0.0,42.0,52.0,-10.0,1024.0,A,2025-05-18,B-@@7,0.44289753,D+1.89@@1.8925899,116.0,D+,1.89,41.055,52.945,-11.89,1.0,1.0,B-,103,0.009615384615384616,32.0,0.5413284772634014,0.43410379811315075,red
"5/15 - 5/18, 2025@@23879",Global Strategy Group/GBAO Navigator Research,"1,000 RV@@1000",0.0,44.0,54.0,-10.0,1000.0,RV,2025-05-18,B/C@@8,0.80498767,D+0.82@@0.82390642,4.0,D+,0.82,43.59,54.41,-10.819999999999993,2.0,1.0,B/C,103,0.009615384615384616,31.622776601683793,0.5390493969768073,0.7018008495255742,red
"5/12 - 5/16, 2025@@23877",Rasmussen Reports,"1,500 LV@@1500",0.0,49.0,49.0,0.0,1500.0,LV,2025-05-16,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,49.675,48.325,1.3499999999999943,3.0,1.0,B,105,0.009433962264150943,38.72983346207417,0.5819882848043362,1.0486770037512096,green
"5/14 - 5/16, 2025@@23877",YouGov,"1,118 A@@1118",0.0,44.0,48.0,-4.0,1118.0,A,2025-05-16,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,43.455,48.545,-5.090000000000003,1.0,1.0,B,105,0.009433962264150943,33.436506994600975,0.5500074584389149,0.44104371667271475,red
"5/9 - 5/15, 2025@@23876",Rasmussen Reports,"1,500 LV@@1500",0.0,51.0,48.0,3.0,1500.0,LV,2025-05-15,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,51.675,47.325,4.349999999999994,3.0,1.0,B,106,0.009345794392523364,38.72983346207417,0.5819882848043362,1.0486667412175328,green
"5/14 - 5/15, 2025@@23876",Harris Insights  Analytics,"1,903 RV@@1903",0.0,47.0,48.0,-1.0,1903.0,RV,2025-05-15,B@@6,0.16244708,R+1.05@@-1.0490152,193.0,R+,-1.05,47.525,47.475,0.04999999999999716,2.0,1.0,B,106,0.009345794392523364,43.62338822237447,0.6115538001868687,0.7961630314582319,red
"5/7 - 5/15, 2025@@23876",RMG Research,"3,000 RV@@3000",0.0,52.0,48.0,4.0,3000.0,RV,2025-05-15,B@@6,0.27802283,D+3.25@@3.2477651,28.0,D+,3.25,50.375,49.625,0.75,2.0,1.0,B,106,0.009345794392523364,54.772255750516614,0.6789121992539866,0.8838548537951434,green
"5/5 - 5/15, 2025@@23876",Marquette University Law School,"1,004 A@@1004",0.0,46.0,54.0,-8.0,1004.0,A,2025-05-15,A/B@@4,-0.92026073,D+0.32@@0.31545374,17.0,D+,0.32,45.84,54.16,-8.319999999999993,1.0,1.0,A/B,106,0.009345794392523364,31.68595903550972,0.539431127908755,0.4325531848090765,red
"5/8 - 5/14, 2025@@23875",Rasmussen Reports,"1,500 LV@@1500",0.0,50.0,48.0,2.0,1500.0,LV,2025-05-14,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,50.675,47.325,3.3499999999999943,3.0,1.0,B,107,0.009259259259259259,38.72983346207417,0.5819882848043362,1.0486566687307761,green
"5/13 - 5/14, 2025@@23875",JL Partners,"1,003 RV@@1003",0.0,45.0,46.0,-1.0,1003.0,RV,2025-05-14,B/C@@8,0.19791092,D+0.39@@0.39106345,10.0,D+,0.39,44.805,46.195,-1.3900000000000006,2.0,1.0,B/C,107,0.009259259259259259,31.670175244226233,0.5393357665718854,0.7021352664815471,red
"5/9 - 5/13, 2025@@23874",The Bullfinch Group,"1,200 A@@1200",0.0,45.0,50.0,-5.0,1200.0,A,2025-05-13,,,,,,0.0,45.0,50.0,-5.0,1.0,1.0,,108,0.009174311926605505,34.64101615137755,0.5572847723236978,0.4468503587256072,red
"5/12 - 5/13, 2025@@23874",Ipsos,"1,163 A@@1163",0.0,44.0,52.0,-8.0,1163.0,A,2025-05-13,B-@@7,0.44289753,D+1.89@@1.8925899,116.0,D+,1.89,43.055,52.945,-9.89,1.0,1.0,B-,108,0.009174311926605505,34.10278580995987,0.5540329322569171,0.444242919993161,red
"5/7 - 5/13, 2025@@23874",Rasmussen Reports,"1,500 LV@@1500",0.0,51.0,47.0,4.0,1500.0,LV,2025-05-13,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,51.675,46.325,5.349999999999994,3.0,1.0,B,108,0.009174311926605505,38.72983346207417,0.5819882848043362,1.0486467810602902,green
"5/8 - 5/12, 2025@@23873",Echelon Insights,"1,000 LV@@1000",0.0,46.0,52.0,-6.0,1000.0,LV,2025-05-12,B+@@5,-0.21667188,R+0.11@@-0.10818018,18.0,R+,-0.11,46.055,51.945,-5.890000000000001,3.0,1.0,B+,109,0.00909090909090909,31.622776601683793,0.5390493969768073,0.9712690043709382,red
"5/6 - 5/12, 2025@@23873",Rasmussen Reports,"1,500 LV@@1500",0.0,52.0,47.0,5.0,1500.0,LV,2025-05-12,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,52.675,46.325,6.349999999999994,3.0,1.0,B,109,0.00909090909090909,38.72983346207417,0.5819882848043362,1.0486370731656312,green
"5/9 - 5/12, 2025@@23873",YouGov,"1,786 A@@1786",0.0,43.0,52.0,-9.0,1786.0,A,2025-05-12,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,42.455,52.545,-10.090000000000003,1.0,1.0,B,109,0.00909090909090909,42.261093218230876,0.6033231874986634,0.48375550124892835,red
"5/9 - 5/11, 2025@@23872",Morning Consult,"2,221 RV@@2221",0.0,46.0,52.0,-6.0,2221.0,RV,2025-05-11,B-@@7,0.58499432,D+3.37@@3.3696144,114.0,D+,3.37,44.315,53.685,-9.370000000000005,2.0,1.0,B-,110,0.009009009009009009,47.12748667179272,0.6327246017172117,0.8236820265597936,red
"5/5 - 5/9, 2025@@23870",Rasmussen Reports,"1,500 LV@@1500",0.0,52.0,46.0,6.0,1500.0,LV,2025-05-09,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,52.675,45.325,7.349999999999994,3.0,1.0,B,112,0.008849557522123894,38.72983346207417,0.5819882848043362,1.0486089804085208,green
"5/8 - 5/9, 2025@@23870",Wick,"1,000 RV@@1000",0.0,47.0,49.0,-2.0,1000.0,RV,2025-05-09,B/C@@8,0.15507598,R+1.19@@-1.1946162,16.0,R+,-1.19,47.595,48.405,-0.8100000000000023,2.0,1.0,B/C,112,0.008849557522123894,31.622776601683793,0.5390493969768073,0.701718285799012,red
"5/7 - 5/9, 2025@@23870",co/efficient,"1,462 LV@@1462",0.0,49.0,51.0,-2.0,1462.0,LV,2025-05-09,B+@@5,-0.2090032,R+2.23@@-2.2305386,22.0,R+,-2.23,50.115,49.885,0.23000000000000398,3.0,1.0,B+,112,0.008849557522123894,38.23610858861032,0.5790053345654717,1.0432343904206198,red
"5/2 - 5/8, 2025@@23869",Morning Consult,"34,159 A@@34159",0.0,46.24,48.04,-1.799999,34159.0,A,2025-05-08,B-@@7,0.58499432,D+3.37@@3.3696144,114.0,D+,3.37,44.555,49.725,-5.170000000000002,1.0,1.0,B-,113,0.008771929824561403,184.82153554172197,1.4646342705276294,1.0525520901316683,red
"4/30 - 5/8, 2025@@23869",RMG Research,"3,000 RV@@3000",0.0,49.0,49.0,0.0,3000.0,RV,2025-05-08,B@@6,0.27802283,D+3.25@@3.2477651,28.0,D+,3.25,47.375,50.625,-3.25,2.0,1.0,B,113,0.008771929824561403,54.772255750516614,0.6789121992539866,0.8837769330639615,green
"5/2 - 5/8, 2025@@23869",Rasmussen Reports,"1,500 LV@@1500",0.0,51.0,48.0,3.0,1500.0,LV,2025-05-08,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,51.675,47.325,4.349999999999994,3.0,1.0,B,113,0.008771929824561403,38.72983346207417,0.5819882848043362,1.0485999447264092,green
"5/6 - 5/8, 2025@@23869",YouGov,"1,143 A@@1143",0.0,42.0,50.0,-8.0,1143.0,A,2025-05-08,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,41.455,50.545,-9.090000000000003,1.0,1.0,B,113,0.008771929824561403,33.80828300875393,0.5522536271248092,0.44277176771234705,red
